231,555,324,400,169,0.63821
1075,1209,134,1160,85,0
2446,2593,147,2549,103,0
4751,4820,69,4787,36,0
6921,6992,71,6953,32,0
7937,8001,64,7969,32,0
9554,9613,59,9585,31,0
11346,11462,116,11390,44,0
13242,13397,155,13356,114,0
16277,16354,77,16315,38,0
16988,17039,51,17014,26,0
19676,19759,83,19715,39,0
20218,20312,94,20264,46,0
21579,21653,74,21617,38,0
22497,22566,69,22530,33,0
23465,23540,75,23503,38,0
25455,25543,88,25511,56,0
26140,26247,107,26209,69,0
28897,28990,93,28940,43,0
29561,29612,51,29587,26,0
30030,30102,72,30062,32,0
30864,30956,92,30919,55,0
31878,31942,64,31912,34,0
33458,33613,155,33572,114,0
33990,34055,65,34023,33,0
36988,37073,85,37027,39,0
37407,37623,216,37465,58,0
38419,38499,80,38456,37,0
39126,39198,72,39160,34,0
39681,39830,149,39774,93,0
41289,41365,76,41323,34,0
43607,43682,75,43642,35,0
45677,45753,76,45717,40,0
48834,48906,72,48872,38,0
53626,53701,75,53671,45,0
54016,54100,84,54058,42,0
55901,55964,63,55933,32,0
58907,58987,80,58949,42,0
59314,59449,135,59356,42,0
59963,60032,69,59999,36,0
60551,60616,65,60582,31,0
61609,61821,212,61650,41,0
64439,64505,66,64473,34,0
66342,66400,58,66372,30,0
67385,67514,129,67423,38,0
69132,69223,91,69174,42,0
72162,72240,78,72199,37,0
73674,73751,77,73711,37,0
74815,74902,87,74874,59,0
75325,75396,71,75364,39,0
76614,76702,88,76662,48,0
78347,78487,140,78450,103,0
79321,79399,78,79354,33,0
80036,80207,171,80163,127,0
80463,80540,77,80503,40,0
81111,81187,76,81146,35,0
82262,82327,65,82295,33,0
83878,83977,99,83931,53,0
84308,84410,102,84343,35,0
84620,84785,165,84658,38,0
85719,85799,80,85757,38,0
87567,87705,138,87670,103,0
88540,88661,121,88572,32,0
89422,89498,76,89461,39,0
90809,90884,75,90849,40,0
91476,91564,88,91520,44,0
93185,93317,132,93231,46,0
94159,94239,80,94198,39,0
