12,89,77,50,38,0.76609
1308,1443,135,1406,98,0
1308,1443,135,1406,98,0
1308,1443,135,1406,98,0
2044,2424,380,2393,349,0
2678,3071,393,2849,171,0
3678,3779,101,3717,39,0
3809,3979,170,3869,60,0
4928,5032,104,4987,59,0
6669,6742,73,6705,36,0
9524,9589,65,9557,33,0
10565,10652,87,10600,35,0
13002,13169,167,13134,132,0
13807,13877,70,13842,35,0
15883,15989,106,15923,40,0
16723,16797,74,16758,35,0
18121,18177,56,18150,29,0
18727,18804,77,18765,38,0
19602,19676,74,19640,38,0
20802,20887,85,20839,37,0
21535,21617,82,21576,41,0
22165,22242,77,22202,37,0
23263,23341,78,23299,36,0
24523,24570,47,24548,25,0
26085,26146,61,26114,29,0
28922,29013,91,28965,43,0
31739,31840,101,31771,32,0
31739,31840,101,31771,32,0
31739,31840,101,31771,32,0
31898,31952,54,31924,26,0
33261,33369,108,33299,38,0
35614,35684,70,35650,36,0
36839,36895,56,36868,29,0
38247,38323,76,38286,39,0
39423,39484,61,39453,30,0
40981,41036,55,41007,26,0
43095,43171,76,43130,35,0
44606,44669,63,44636,30,0
46019,46085,66,46051,32,0
47189,47263,74,47227,38,0
49117,49180,63,49149,32,0
49644,49733,89,49686,42,0
51211,51313,102,51261,50,0
51974,52062,88,52029,55,0
54580,54643,63,54604,24,0
55544,55617,73,55579,35,0
56090,56159,69,56126,36,0
56985,57054,69,57015,30,0
58387,58452,65,58421,34,0
59396,59455,59,59422,26,0
60553,60616,63,60583,30,0
61415,61514,99,61465,50,0
63089,63210,121,63136,47,0
64011,64086,75,64048,37,0
64654,64718,64,64687,33,0
65715,65787,72,65752,37,0
67613,67702,89,67659,46,0
69526,69595,69,69563,37,0
70316,70377,61,70347,31,0
71417,71479,62,71446,29,0
72250,72310,60,72280,30,0
74678,74754,76,74714,36,0
75160,75282,122,75198,38,0
76417,76485,68,76449,32,0
77345,77420,75,77386,41,0
78180,78250,70,78215,35,0
79017,79098,81,79058,41,0
80121,80190,69,80153,32,0
80864,80949,85,80913,49,0
81889,81964,75,81923,34,0
83993,84070,77,84028,35,0
85834,85904,70,85867,33,0
87349,87400,51,87374,25,0
88588,88668,80,88624,36,0
90525,90581,56,90555,30,0
91481,91553,72,91519,38,0
92597,92664,67,92629,32,0
93815,93875,60,93844,29,0
94785,94849,64,94814,29,0
