83,181,98,139,56,0.75335
1220,1392,172,1271,51,0
2005,2428,423,2395,390,0
2005,2428,423,2395,390,0
2705,3106,401,2843,138,0
2705,3106,401,2843,138,0
4002,4089,87,4043,41,0
5002,5072,70,5038,36,0
6081,6145,64,6111,30,0
7284,7352,68,7315,31,0
9246,9318,72,9279,33,0
12089,12169,80,12130,41,0
13058,13129,71,13092,34,0
13978,14055,77,14014,36,0
14998,15066,68,15032,34,0
15656,15734,78,15694,38,0
16292,16372,80,16329,37,0
17499,17574,75,17539,40,0
18804,18873,69,18839,35,0
21498,21564,66,21530,32,0
22414,22487,73,22452,38,0
25398,25464,66,25430,32,0
26646,26740,94,26694,48,0
27470,27540,70,27504,34,0
28165,28258,93,28216,51,0
29270,29348,78,29308,38,0
30715,30778,63,30745,30,0
31756,31819,63,31789,33,0
33132,33197,65,33161,29,0
34266,34329,63,34295,29,0
34912,34976,64,34944,32,0
36188,36276,88,36234,46,0
37547,37610,63,37579,32,0
38714,38782,68,38746,32,0
39821,39886,65,39854,33,0
40771,40849,78,40813,42,0
42063,42134,71,42096,33,0
43373,43440,67,43405,32,0
44128,44200,72,44159,31,0
44772,44869,97,44820,48,0
46130,46204,74,46165,35,0
47200,47297,97,47237,37,0
50047,50117,70,50081,34,0
52655,52730,75,52691,36,0
54440,54515,75,54475,35,0
55457,55519,62,55488,31,0
56922,56995,73,56955,33,0
58069,58148,79,58109,40,0
59134,59207,73,59168,34,0
60208,60275,67,60241,33,0
61633,61699,66,61665,32,0
62560,62639,79,62597,37,0
63541,63616,75,63582,41,0
64249,64312,63,64280,31,0
66612,66695,83,66654,42,0
69382,69457,75,69420,38,0
72033,72095,62,72063,30,0
73149,73218,69,73181,32,0
73784,73860,76,73827,43,0
74542,74615,73,74581,39,0
75426,75509,83,75473,47,0
76274,76336,62,76307,33,0
77671,77738,67,77705,34,0
78774,78831,57,78800,26,0
80617,80711,94,80654,37,0
81513,81584,71,81549,36,0
82918,82977,59,82946,28,0
86043,86117,74,86075,32,0
87253,87313,60,87284,31,0
88498,88562,64,88528,30,0
89556,89617,61,89586,30,0
90040,90104,64,90069,29,0
91086,91162,76,91123,37,0
92459,92524,65,92492,33,0
93339,93408,69,93372,33,0
94679,94757,78,94716,37,0
95457,95525,68,95489,32,0
96221,96292,71,96256,35,0
