186,418,232,360,174,0.87845
1137,1301,164,1191,54,0
1793,1837,44,1816,23,0
2060,2418,358,2383,323,0
2688,3083,395,2918,230,0
3553,3632,79,3587,34,0
3643,3915,272,3772,129,0
3643,3915,272,3772,129,0
4683,4779,96,4724,41,0
5843,5994,151,5946,103,0
7722,7825,103,7775,53,0
8846,8933,87,8889,43,0
10124,10214,90,10169,45,0
10509,10682,173,10579,70,0
11267,11416,149,11367,100,0
12488,12571,83,12524,36,0
13452,13541,89,13499,47,0
14061,14160,99,14108,47,0
14670,14808,138,14745,75,0
15453,15550,97,15503,50,0
15975,16072,97,16022,47,0
16653,16744,91,16685,32,0
17363,17444,81,17405,42,0
18598,18770,172,18720,122,0
19207,19362,155,19250,43,0
20328,20419,91,20365,37,0
21146,21247,101,21201,55,0
22395,22482,87,22436,41,0
23056,23149,93,23102,46,0
23738,23808,70,23773,35,0
24789,24878,89,24830,41,0
25698,25778,80,25739,41,0
27175,27270,95,27224,49,0
29151,29262,111,29202,51,0
30014,30113,99,30070,56,0
30928,31022,94,30973,45,0
31630,31729,99,31677,47,0
32097,32181,84,32140,43,0
33134,33233,99,33185,51,0
34904,34992,88,34949,45,0
35725,35795,70,35761,36,0
36228,36382,154,36327,99,0
36958,37116,158,37069,111,0
38006,38099,93,38050,44,0
38647,38893,246,38693,46,0
39168,39240,72,39204,36,0
40385,40466,81,40422,37,0
41010,41099,89,41053,43,0
41713,41787,74,41748,35,0
43040,43128,88,43084,44,0
43597,43704,107,43639,42,0
44864,44944,80,44904,40,0
46603,46677,74,46639,36,0
47153,47287,134,47191,38,0
47996,48081,85,48040,44,0
49201,49337,136,49238,37,0
50179,50261,82,50222,43,0
50774,50934,160,50879,105,0
51654,51732,78,51688,34,0
53041,53122,81,53081,40,0
54023,54117,94,54078,55,0
55261,55340,79,55298,37,0
55954,56039,85,55995,41,0
56300,56384,84,56340,40,0
56745,56939,194,56825,80,0
57975,58056,81,58016,41,0
58845,59000,155,58887,42,0
60216,60309,93,60257,41,0
60785,61015,230,60902,117,0
61708,61824,116,61758,50,0
62339,62464,125,62411,72,0
62997,63089,92,63039,42,0
64261,64383,122,64303,42,0
65091,65175,84,65128,37,0
65782,65899,117,65841,59,0
66423,66510,87,66465,42,0
67181,67265,84,67222,41,0
67840,67916,76,67878,38,0
68696,68857,161,68741,45,0
69608,69692,84,69647,39,0
70461,70549,88,70502,41,0
72030,72118,88,72076,46,0
73241,73345,104,73280,39,0
74482,74593,111,74541,59,0
75710,75844,134,75749,39,0
76094,76300,206,76239,145,0
77944,78034,90,77995,51,0
78901,78988,87,78938,37,0
80092,80174,82,80135,43,0
81124,81226,102,81181,57,0
82248,82343,95,82300,52,0
83405,83484,79,83442,37,0
83874,84080,206,83975,101,0
84937,85044,107,84982,45,0
85139,85211,72,85176,37,0
86011,86120,109,86067,56,0
86402,86544,142,86502,100,0
87109,87207,98,87162,53,0
87806,87887,81,87846,40,0
87920,88002,82,87963,43,0
89426,89495,69,89462,36,0
90488,90552,64,90520,32,0
91678,91764,86,91721,43,0
92114,92311,197,92274,160,0
93287,93372,85,93325,38,0
94043,94132,89,94093,50,0
95064,95129,65,95094,30,0
95913,96110,197,96071,158,0
96669,96878,209,96778,109,0
