3969,4033,64,4002,33,0.23017
5291,5363,72,5330,39,0
6918,6967,49,6945,27,0
10513,10651,138,10619,106,0
13693,13760,67,13724,31,0
14953,15038,85,15005,52,0
16041,16099,58,16071,30,0
20415,20677,262,20510,95,0
21106,21172,66,21140,34,0
23937,24001,64,23967,30,0
25339,25409,70,25375,36,0
31057,31119,62,31085,28,0
33917,34047,130,34022,105,0
37463,37543,80,37504,41,0
42244,42315,71,42282,38,0
45966,46031,65,45999,33,0
56786,56859,73,56829,43,0
60632,60698,66,60671,39,0
61664,61745,81,61712,48,0
63816,63880,64,63849,33,0
75717,75787,70,75751,34,0
83874,83948,74,83911,37,0
91451,91518,67,91488,37,0
