Index,5,6,7,9,10,12,14,17,18,22,24,29,31,34,40,50,51,53,54,55,57,58,60,64,65,69,77,84,107,109,110,124,130,138,141,149,150,154,157,158,159,162,165,176,182,192,193,198,201,203,206,210,212,215,216,222,223,226,229,231,234,235,238,243,247,252,255,256,261,266,269,270,271,273,275,276,284,287,289,290,292,293,294,297,298,314,318,319,329,330,331,332,339,347,349,353,356,359,367,371,372,382,383,384,393,394,396,397,399,401,402,409,410,411,412,416,423,424,430,432,451,452,457,462,468,475,477,484,486,488,490,498,500,505,512,519,520,534,537,538,544,547,553,555,557,563,569,
Propagation - Onset - One Direction - Ratio - Anterior,0.054091938,,0.0,0.12804268,0.14963281,0.293855,0.2468519,0.346399,0.018748285,0.14641446,0.15074912,0.49349105,0.42817932,0.0,0.025188778,0.33384815,0.29203126,0.25477812,0.37211537,0.39741844,0.36786205,0.39348036,0.33380318,0.56468135,0.3362922,,0.18473028,0.2502255,0.76942617,0.51773256,0.30073926,0.054761678,0.07888938,0.0,0.25814372,0.3053315,,,0.17981842,0.53851354,0.050414808,0.0,0.7774485,0.07638552,0.0,0.322022,0.26331872,0.13955264,0.6565482,0.4504437,0.001065712,0.021118404,0.7755177,0.25112844,0.1978606,0.5122471,0.18579088,0.49137667,0.0,0.0049385442,0.6461638,0.25733095,0.29921746,0.31364608,0.4773906,,0.53963596,0.054460485,0.43703264,,0.0,0.25782388,0.7706442,0.72306454,0.60657567,0.024198439,0.5594363,0.60144717,0.0,0.2106705,0.29769316,0.23495942,0.8085014,0.18496418,0.4122312,0.18636341,0.27935684,0.29448983,0.13402736,0.5325571,0.22934721,0.30803534,0.24274972,0.0,0.57842344,0.0,,0.2435483,,,0.37123403,0.12593159,0.25476825,,0.21838999,0.40421322,0.655374,,0.20397682,0.0,0.18511327,0.6771656,,0.43949857,0.0,0.7007556,0.32078984,0.51344645,0.36334038,0.44981217,0.49442202,,0.34329474,,0.69085044,0.4571972,0.13090494,0.6307782,0.46104896,0.45676282,0.082667656,0.49113983,0.45102277,0.21762912,,0.0,0.09204688,0.0,0.17131367,0.67306316,0.7399632,,0.8396596,0.12480814,0.1266542,0.6033768,0.5509986,
Propagation - Onset - One Direction - Ratio - Posterior,0.18941177,,0.010024943,0.14882681,0.39228448,0.108154126,0.5555364,0.45532134,0.31587726,0.67314714,0.15868813,0.032795437,0.1967005,0.5891153,0.67167115,0.0,0.3408836,0.38469332,0.045366053,0.18857737,0.0,0.02968628,0.4310938,0.104158044,0.52032316,,0.60738206,0.0,0.049988534,0.3387582,0.449577,0.41210413,0.47037652,0.6172337,0.017397897,0.050490387,,,0.46490213,0.30039406,0.2280546,0.48671567,0.0,0.0459901,1.0,0.18980493,0.15815446,0.15226254,0.183331,0.32638523,0.7573051,0.61442506,0.09131195,0.4934634,0.079495616,0.06473385,0.14815535,0.10397582,0.9008193,0.88544977,0.0,0.44931692,0.094879955,0.02533194,0.3471,,0.21437594,0.1260207,0.21800128,,0.42158592,0.16668737,0.055873275,0.12767118,0.0,0.6713366,0.10136855,0.23383877,0.43247443,0.38981408,0.24060406,0.4612349,0.027882913,0.7694156,0.26487893,0.0,0.16849452,0.35244575,0.6635787,0.2538991,0.27974835,0.062387437,0.55033803,0.54497975,0.22923097,1.0,,0.3251842,,,0.4556161,0.57353634,0.2991213,,0.43396804,0.28446993,0.00814085,,0.03558503,0.64454573,0.14706747,0.079317994,,0.0694023,1.0,0.0706398,0.28865483,0.009062964,0.21251698,0.17625298,0.18423457,,0.11582471,,0.08059235,0.2285986,0.053007916,0.0,0.4248949,0.41705143,0.30029348,0.20759544,0.21914415,0.18462108,,0.65827996,0.59753597,0.47269392,0.6660493,0.0,0.15901129,,0.0,0.06240407,0.107537344,0.14367883,0.009784659,
Propagation - Onset - One Direction - Ratio - Left,0.13005434,,0.09254371,0.7083724,0.033110544,0.0020138973,0.032666035,0.080702774,0.014232365,0.13182718,0.10405224,0.09322972,0.31291223,0.0,0.0018557559,0.6661519,0.2108623,0.3340763,0.35393202,0.04004855,0.0,0.5768334,0.0,0.31436774,0.03392829,,0.18407255,0.7497746,0.067953326,0.07136074,0.07920759,0.26491797,0.024228688,0.07847405,0.57300144,0.592482,,,0.2578175,0.11111158,0.6059385,0.5132844,0.022065755,0.0,0.0,0.20229542,0.55495334,0.047638223,0.07561579,0.15069926,0.01090093,0.2833785,0.11747063,0.14044356,0.22049172,0.016871372,0.58857244,0.3023938,0.0991807,0.05911138,0.009780345,0.16163635,0.011949095,0.045216996,0.09229949,,0.05545552,0.81951886,0.22493778,,0.0,0.0036405723,0.07257703,0.0,0.1681876,0.22803861,0.25436848,0.08066554,0.0,0.05426396,0.46170282,0.28999427,0.10621753,0.005920936,0.31002727,0.0,0.17888348,0.037640378,0.16014217,0.1501605,0.0034280277,0.21134089,0.0432889,0.45502025,0.096748084,0.0,,0.0,,,0.09448917,0.0029317818,0.12033801,,0.2767178,0.17479126,0.33648518,,0.65882593,0.35545433,0.45416543,0.053523228,,0.03944222,0.0,0.17580694,0.39055532,0.43107894,0.2092782,0.16547602,0.32134345,,0.48252565,,0.13316129,0.0,0.8160871,0.0,0.11405612,0.08344648,0.3041265,0.19064385,0.32697442,0.5185283,,0.022155177,0.18672931,0.05828751,0.07354053,0.18390727,0.033717588,,0.065887325,0.8127878,0.63726753,0.2529443,0.4390365,
Propagation - Onset - One Direction - Ratio - Right,0.62644196,,0.8974314,0.01475806,0.42497218,0.595977,0.16494569,0.11757688,0.65114206,0.04861115,0.58651054,0.38048378,0.062207907,0.4108847,0.3012843,0.0,0.15622284,0.026452303,0.22858655,0.3739556,0.63213795,0.0,0.23510298,0.016792968,0.109456286,,0.023815025,0.0,0.11263192,0.07214861,0.17047615,0.26821616,0.4265054,0.3042923,0.15145692,0.05169615,,,0.097461954,0.049980864,0.11559213,0.0,0.20048583,0.8776244,0.0,0.2858777,0.023573557,0.6605466,0.08450504,0.07247178,0.2307283,0.08107802,0.015699726,0.11496465,0.5021521,0.40614766,0.077481344,0.102253735,0.0,0.050500367,0.34405583,0.13171574,0.5939535,0.615805,0.08320991,,0.19053261,0.0,0.12002827,,0.5784141,0.57184815,0.10090549,0.14926434,0.22523674,0.076426364,0.0848267,0.08404853,0.56752557,0.3452514,0.0,0.0138114,0.0573981,0.03969926,0.012862552,0.8136366,0.37326524,0.31542405,0.042251706,0.06338337,0.48747644,0.41823632,0.16362341,0.0,0.095597535,0.0,,0.43126744,,,0.07866067,0.29760018,0.3257724,,0.07092412,0.13652557,0.0,,0.10161217,0.0,0.21365386,0.18999314,,0.45165694,0.0,0.052797608,0.0,0.046411593,0.21486436,0.20845884,0.0,,0.058354855,,0.0953959,0.3142042,0.0,0.36922184,0.0,0.042739283,0.31291234,0.11062087,0.0028586632,0.07922151,,0.31956488,0.12368792,0.4690186,0.08909646,0.14302957,0.06730789,,0.094453044,0.0,0.1285409,0.0,1.8020831E-4,
Propagation - Offset - Overall,2.5561695,0.0,9.2024356E-4,3.5902665,20.594791,6.001676,1.8701544,0.9341283,2.493464,1.010152,1.2505959,3.6558805,2.5818882,0.024269499,2.7071695,0.8894598,8.823073,4.0924063,4.0127506,0.5657989,0.001167424,5.297627,0.8774748,4.69756,3.2208245,0.0,1.1349225,0.29513907,2.6920578,1.9387139,6.161577,5.3879776,0.39205554,2.0586185,3.6792479,2.6011262,0.0,0.0,2.2287912,1.6317072,0.64493144,0.8647926,1.1969743,0.21982828,0.1174112,0.8747655,10.067552,2.6325626,1.6721702,6.7319427,1.4140402,0.9314054,3.5759053,5.931545,0.743899,2.4465408,2.5388455,1.0042993,1.1092257,0.74913096,0.95451707,3.8280268,4.511634,2.2252867,2.2603416,0.0,1.5062176,6.2569494,1.2971027,0.0,0.6748073,2.045453,4.2974105,1.0694777,0.4921857,1.1766857,10.086731,2.1214046,0.060104176,0.43773985,9.150811,3.685914,1.0533118,1.6495644,4.9746184,0.028211698,26.935547,3.033286,3.6236854,6.3726635,1.5142419,1.4361217,5.532726,1.1283112,1.6372343,0.088314615,0.0,0.9755783,0.0,0.0,7.687218,3.5632384,2.9739661,0.0,1.9255853,1.6651233,2.0529811,0.0,0.40993777,0.2480547,3.672589,0.49172068,0.0,6.2801657,0.012205407,0.75110674,0.10659338,4.478431,6.819433,3.3336997,5.600455,0.0,1.2291368,0.0,2.3317442,1.1773016,0.0946738,0.17002974,0.8603121,3.932154,2.0989304,26.320923,3.3632646,0.119289175,0.0,0.3607538,0.56466234,0.52413505,1.4261672,0.31511885,4.113809,0.0,0.30232048,1.3081596,17.289865,2.1044712,2.3569388,
Propagation - Offset - One Direction - Anterior,1.1333278,0.0,9.2024356E-4,1.3172654,10.089423,2.684135,0.9893346,0.307181,1.5237643,0.6008086,0.6080667,0.18305,0.58110917,0.024269499,1.3577836,0.0,1.8188713,1.8146446,0.4223853,0.15849905,0.0,0.5149907,0.44510752,1.2600113,1.4644883,0.0,0.6928366,0.0,0.121572495,0.28360596,1.9977646,2.464509,0.15905783,1.7717015,0.27255774,0.30332452,0.0,0.0,0.8411454,0.4484333,0.33539057,0.2602539,0.0,0.027166799,0.023068465,0.1969764,2.729573,0.27005938,0.91335803,1.5619041,1.3102132,0.6263855,0.57101285,3.0606706,0.12612566,0.25979036,0.779482,0.1454933,0.8028747,0.18718079,0.0,1.2992111,0.7905753,0.1645512,0.17374074,0.0,0.26932907,2.884786,0.3061154,0.0,0.3280629,0.44746387,0.27302292,0.076171875,0.0,0.8392079,3.016182,0.39665714,0.060104176,0.24897252,3.0983624,1.4504052,0.013759196,0.65989625,1.2368934,0.0,7.496695,1.1705667,0.71559787,2.327113,0.6906789,0.17549008,3.2838528,0.78299844,0.3034516,0.020606346,0.0,0.43335694,0.0,0.0,3.4999595,2.4082289,2.0616808,0.0,1.0830075,0.4311785,0.024802312,0.0,0.039291233,0.23763011,1.3608241,0.044413835,0.0,0.27924109,0.0036966652,0.051819853,0.030240476,0.3523112,1.4137633,0.76818466,1.5154557,0.0,0.13553509,0.0,0.49479157,0.20478514,0.026560664,0.0,0.0,1.566437,0.81306887,3.0090594,0.43870753,0.032260925,0.0,0.28739408,0.39000165,0.52413505,0.8716592,0.0,1.8374887,0.0,0.0,0.04503256,4.4473753,0.20479463,0.28823605,
Propagation - Offset - One Direction - Posterior,0.48375213,0.0,0.0,0.25792778,6.2899523,1.7940962,0.70819664,0.23369692,0.24339294,0.1306803,0.62094736,1.6798388,1.2649634,0.0,0.1717695,0.8894598,2.9262683,1.207056,3.2686028,0.33402973,0.001167424,4.4021854,0.3446542,2.0824637,0.9465195,0.0,0.21072057,0.27083325,1.8712503,0.433442,3.055426,1.0690873,0.18195999,0.0,1.0422688,1.0276855,0.0,0.0,0.32534468,0.80390203,0.074143,0.0,0.47093806,0.04512167,0.0,0.33418906,0.9725499,0.24751656,0.28911543,3.6914043,0.0,0.021529496,1.9870101,2.6393235,0.31392044,2.0557537,1.0520841,0.6875831,0.0,0.017398909,0.6391434,0.7440789,2.925922,1.4604702,0.23895764,0.0,0.67796624,1.8024979,0.6136772,0.0,0.0,0.7182971,3.7657273,0.4313987,0.4921857,0.030249387,6.0837255,1.0202256,0.0,0.13455431,3.2269454,1.3050956,0.39896584,0.1586362,1.9249779,0.028211698,12.495466,0.73911685,1.6467035,2.9427187,0.56624204,0.8664749,1.4362328,0.0,0.765706,0.0,0.0,0.3245648,0.0,0.0,2.8517518,0.6939882,0.036075756,0.0,0.0034922957,0.61267656,1.9966946,0.0,0.22522111,0.0,1.7523971,0.37917656,0.0,3.9551864,0.0,0.5140594,0.03360705,4.026623,2.9081829,1.7417207,4.0669603,0.0,0.40171465,0.0,0.75786287,0.40957028,0.06559251,0.07066552,0.8603121,1.7155923,0.22382936,18.234295,2.3290765,0.03802879,0.0,0.0,0.060077444,0.0,0.22419834,0.21923067,1.7522302,0.0,0.30232048,0.09006512,6.1076694,0.8600316,1.9063413,
Propagation - Offset - One Direction - Left,0.13379002,0.0,0.0,2.0150733,1.442463,0.23925175,0.1154942,0.060618684,0.22881162,0.07664497,0.012271464,0.9069729,0.5520359,0.0,1.0148911,0.0,2.1777408,0.65607256,0.28833368,0.03264511,0.0,0.38045064,0.08771303,1.3531319,0.64393115,0.0,0.072630085,0.0,0.6279366,0.4913833,0.874209,0.86354625,0.0,0.078549825,1.8459669,1.1820956,0.0,0.0,0.79885435,0.17727275,0.18492624,0.6045387,0.38490587,0.09616792,0.0,0.14437993,6.2973185,0.013453707,0.2243554,0.32663834,0.0,0.0,0.38389975,0.1028478,0.030884482,0.031250022,0.18379456,0.1469607,0.28493923,0.12926134,0.017867409,1.0173756,0.35150728,0.45367068,1.0117038,0.0,0.40990174,1.5696657,0.0,0.0,0.0827547,0.0,0.11361371,0.41570932,0.0,0.09364846,0.64520454,0.3516574,0.0,0.05421301,2.825503,0.31326133,0.3361325,0.45421007,1.6185305,0.0,3.907791,0.5455263,0.980665,0.6979124,0.035546865,0.35229492,0.17637217,0.0,0.13683909,0.06770827,0.0,0.0,0.0,0.0,0.6151786,0.18119563,0.8762094,0.0,0.27892786,0.37750918,0.031484418,0.0,0.14007306,0.0,0.09451127,0.045355193,0.0,0.37466824,0.0,0.0,0.04274585,0.037700832,1.614129,0.27433923,0.018038943,0.0,0.4275297,0.0,0.18587758,0.0,0.0025206208,0.09936422,0.0,0.3507948,0.62554944,1.2151558,0.5431322,0.0,0.0,0.031005457,0.0,0.0,0.21733628,0.0,0.33671403,0.0,0.0,1.1730618,1.562334,0.4302699,0.10417184,
Propagation - Offset - One Direction - Right,0.8052994,0.0,0.0,0.0,2.772954,1.284193,0.057128906,0.33263168,0.49749506,0.20201811,0.009310335,0.88601875,0.18377984,0.0,0.16272533,0.0,1.9001932,0.4146332,0.033429027,0.04062496,0.0,0.0,0.0,0.0019530356,0.1658854,0.0,0.15873519,0.02430582,0.07129839,0.73028266,0.2341783,0.9908353,0.05103773,0.20836712,0.51845443,0.088020265,0.0,0.0,0.26344693,0.20209908,0.050471693,0.0,0.34113035,0.051371887,0.09434274,0.19922009,0.06811023,2.101533,0.24534133,1.1519961,0.10382703,0.28349042,0.63398266,0.12870315,0.2729684,0.099746615,0.5234848,0.024262235,0.02141191,0.4152899,0.29750627,0.7673611,0.44362926,0.14659448,0.8359395,0.0,0.14902057,0.0,0.37731013,0.0,0.2639897,0.8796922,0.1450467,0.14619775,0.0,0.21358,0.34161967,0.35286444,0.0,0.0,0.0,0.61715186,0.30445427,0.37682188,0.19421604,0.0,3.0355945,0.5780765,0.28071913,0.40491974,0.22177415,0.041861832,0.63626826,0.34531265,0.4312376,0.0,0.0,0.21765654,0.0,0.0,0.7203282,0.2798255,0.0,0.0,0.5601578,0.24375907,0.0,0.0,0.005352348,0.010424584,0.46485656,0.022775084,0.0,1.6710701,0.008508742,0.18522747,0.0,0.061796665,0.88335824,0.5494552,0.0,0.0,0.2643574,0.0,0.8932122,0.56294614,0.0,0.0,0.0,0.29933003,0.43648273,3.8624117,0.052348018,0.04899946,0.0,0.042354256,0.114583254,0.0,0.11297329,0.0958882,0.18737635,0.0,0.0,0.0,5.1724873,0.609375,0.05818969,
Propagation - Offset - One Direction - Ratio - Anterior,0.4433696,,1.0,0.36689907,0.4899017,0.4472309,0.52901226,0.3288424,0.61110336,0.5947705,0.48622155,0.05007002,0.22507139,1.0,0.501551,0.0,0.2061494,0.4434175,0.10526079,0.2801332,0.0,0.09721158,0.5072596,0.26822677,0.4546936,,0.6104704,0.0,0.04515969,0.14628562,0.32422942,0.4574089,0.40570226,0.8606264,0.074079745,0.11661277,,,0.3773998,0.27482462,0.52004063,0.30094373,0.0,0.12358191,0.19647585,0.22517622,0.2711258,0.10258422,0.5462112,0.23201387,0.92657423,0.67251647,0.15968344,0.5159989,0.16954675,0.10618681,0.3070222,0.14487046,0.7238154,0.24986391,0.0,0.33939448,0.17523038,0.073946066,0.076864816,,0.17881154,0.4610531,0.23599935,,0.4861579,0.21876027,0.063531965,0.07122344,0.0,0.7131963,0.29902473,0.18697853,1.0,0.5687682,0.33858883,0.39349946,0.013062795,0.40004274,0.24864087,0.0,0.27831978,0.3859071,0.19747792,0.36517116,0.4561219,0.12219722,0.59353256,0.69395614,0.18534403,0.23332883,,0.4442052,,,0.45529598,0.67585397,0.69324285,,0.56243026,0.2589469,0.01208112,,0.095846824,0.9579747,0.37053537,0.0903233,,0.04446397,0.3028711,0.06899133,0.2836994,0.07866844,0.2073139,0.23043007,0.2705951,,0.11026851,,0.21219805,0.17394449,0.28054926,0.0,0.0,0.39836615,0.38737297,0.114321955,0.13044098,0.27044302,,0.7966488,0.69068116,1.0,0.61119,0.0,0.44666356,,0.0,0.034424365,0.2572244,0.09731406,0.12229255,
Propagation - Offset - One Direction - Ratio - Posterior,0.18924884,,0.0,0.071840845,0.3054147,0.29893252,0.3786835,0.2501765,0.09761237,0.12936696,0.49652117,0.45948952,0.48993734,0.0,0.06344985,1.0,0.3316609,0.2949502,0.8145542,0.59036833,1.0,0.8309731,0.39277962,0.44330755,0.29387492,,0.18566957,0.9176462,0.6951003,0.22357193,0.49588373,0.19842088,0.46411788,0.0,0.2832831,0.39509252,,,0.14597361,0.49267542,0.11496261,0.0,0.39344043,0.20525871,0.0,0.38203272,0.096602425,0.09402115,0.17289834,0.54834163,0.0,0.023115063,0.5556663,0.44496393,0.42199337,0.8402695,0.41439468,0.68463963,0.0,0.023225456,0.6695987,0.19437662,0.6485282,0.6563065,0.10571749,,0.45011175,0.28807935,0.4731138,,0.0,0.35116774,0.8762782,0.40337324,1.0,0.025707278,0.6031414,0.48091987,0.0,0.3073842,0.35264036,0.3540765,0.37877277,0.09616854,0.3869599,1.0,0.46390244,0.24366869,0.45442784,0.46177217,0.37394422,0.60334367,0.25958866,0.0,0.4676826,0.0,,0.33268967,,,0.37097317,0.19476333,0.01213052,,0.0018136282,0.36794665,0.972583,,0.5494032,0.0,0.47715577,0.77112186,,0.6297901,0.0,0.68440264,0.31528273,0.89911455,0.42645523,0.5224588,0.72618395,,0.32682663,,0.32501972,0.34788898,0.69282645,0.41560683,1.0,0.43629834,0.10663973,0.6927681,0.6925047,0.318795,,0.0,0.10639534,0.0,0.1572034,0.69570786,0.4259386,,1.0,0.06884873,0.3532514,0.40866876,0.80882084,
Propagation - Offset - One Direction - Ratio - Left,0.05234004,,0.0,0.5612601,0.07004019,0.039864156,0.061756507,0.06489332,0.09176456,0.07587469,0.009812493,0.24808604,0.21381094,0.0,0.37489012,0.0,0.24682339,0.16031462,0.071854375,0.057697374,0.0,0.0718153,0.099960744,0.28804997,0.19992742,,0.06399564,0.0,0.23325524,0.25345838,0.14188072,0.16027279,0.0,0.038156573,0.501724,0.45445532,,,0.35842493,0.1086425,0.28673783,0.69905627,0.32156572,0.43746838,0.0,0.16504987,0.62550646,0.0051104985,0.13417019,0.048520666,0.0,0.0,0.10735736,0.017339125,0.041517038,0.012773146,0.07239296,0.14633158,0.25688118,0.1725484,0.018718794,0.26577023,0.0779113,0.20387067,0.44758892,,0.2721398,0.25086758,0.0,,0.12263457,0.0,0.026437715,0.38870314,0.0,0.07958664,0.06396567,0.1657663,0.0,0.12384755,0.30877078,0.08498878,0.31911963,0.27535152,0.3253577,0.0,0.14507933,0.17984664,0.27062643,0.10951659,0.023475023,0.24530993,0.031877987,0.0,0.08357942,0.7666712,,0.0,,,0.080026165,0.050851393,0.29462656,,0.14485355,0.22671545,0.015335951,,0.34169346,0.0,0.025734235,0.09223772,,0.059658974,0.0,0.0,0.40101787,0.008418312,0.23669547,0.08229272,0.0032209782,,0.34782922,,0.07971611,0.0,0.026624272,0.58439314,0.0,0.089211866,0.2980325,0.046166915,0.16148958,0.0,,0.08594631,0.0,0.0,0.15239187,0.0,0.081849694,,0.0,0.89672685,0.09036125,0.2044551,0.04419794,
Propagation - Offset - One Direction - Ratio - Right,0.31504148,,0.0,0.0,0.13464347,0.2139724,0.030547695,0.3560878,0.19951965,0.19998784,0.007444719,0.24235441,0.0711804,0.0,0.060109027,0.0,0.21536636,0.1013177,0.008330701,0.07180107,0.0,0.0,0.0,4.1575535E-4,0.05150402,,0.13986434,0.082353786,0.026484717,0.37668407,0.038006227,0.18389745,0.13017984,0.101216964,0.14091316,0.03383929,,,0.1182017,0.123857446,0.078259006,0.0,0.2849939,0.23369099,0.80352414,0.22774114,0.006765322,0.7982841,0.14672032,0.17112388,0.0734258,0.30436844,0.17729291,0.021698082,0.36694285,0.040770467,0.20619011,0.024158372,0.019303475,0.55436224,0.31168252,0.20045866,0.098330066,0.06587667,0.36982885,,0.098936945,0.0,0.29088685,,0.39120752,0.43007204,0.033752117,0.13670014,0.0,0.18150981,0.033868223,0.16633528,0.0,0.0,0.0,0.16743523,0.28904477,0.2284372,0.039041396,0.0,0.11269845,0.19057763,0.07746785,0.06354011,0.14645886,0.029149223,0.11500087,0.3060438,0.26339394,0.0,,0.22310515,,,0.09370466,0.078531235,0.0,,0.2909026,0.14639099,0.0,,0.01305649,0.042025346,0.12657462,0.046317115,,0.26608694,0.6971289,0.24660605,0.0,0.01379873,0.12953544,0.16481845,0.0,,0.21507564,,0.38306612,0.47816643,0.0,0.0,0.0,0.07612368,0.20795484,0.14674301,0.015564645,0.41076198,,0.11740488,0.20292349,0.0,0.07921461,0.30429217,0.04554814,,0.0,0.0,0.29916295,0.28956205,0.024688672,
Region - Event Centroid Distance To Border,12.047198,1.6411152,11.843084,2.0948615,13.436459,10.577254,11.995205,11.484114,13.417952,2.5523016,11.27811,10.693236,13.842523,2.4711163,3.4313018,10.284891,3.0731773,4.28955,2.7383652,16.550526,2.3706565,10.091578,2.4152315,9.180814,22.897497,12.436086,3.5858858,11.553134,1.6468344,3.4360242,2.2779818,6.20444,16.088476,7.138495,2.2023492,2.3488905,1.9581335,0.28285646,18.614544,4.4459295,7.4061317,5.551176,16.533087,13.270671,17.545033,11.998424,13.995623,2.603338,11.467326,16.212355,20.271893,23.33035,16.507391,17.439037,5.96201,3.0694382,13.870246,2.130474,18.063171,14.531806,11.399438,21.269398,3.303815,2.5982327,2.2235625,12.65955,8.828675,2.1158168,6.205119,8.577237,7.555362,1.4275384,9.065338,11.711529,3.6512778,15.69314,8.451001,8.272923,3.2886326,4.6641483,17.022413,16.155956,5.2760673,12.322985,2.49131,1.165023,12.500779,2.214667,17.422886,15.260675,15.669336,1.2403201,8.507052,18.52087,7.6865377,9.984696,10.226517,6.1221337,3.0280333,15.691503,5.8089285,7.3863792,23.992298,19.2349,9.777285,4.303451,17.877895,3.0152106,8.021046,11.835831,9.863699,9.392893,11.178721,8.026791,2.7478116,5.6858087,15.140913,14.225025,11.834128,5.3426447,14.0378685,6.1456127,3.4640903,0.9140526,10.213017,18.725174,8.082601,5.8032346,8.28711,6.995458,13.814275,11.413168,3.294322,21.672052,2.829243,3.3449085,13.639663,16.850416,9.192771,7.62017,5.6770186,19.194426,5.513359,22.76681,5.2604785,3.9733968,16.981392,
Region - Event Centroid Distance To Border - Normalized By Region Radius,0.08858234,0.012067024,0.0870815,0.015403394,0.09879749,0.07777393,0.08820003,0.08444201,0.09866141,0.018766925,0.08292728,0.07862674,0.10178325,0.018169973,0.02523016,0.0756242,0.022596892,0.031540807,0.020135038,0.12169504,0.017431298,0.074202776,0.017759055,0.067505985,0.16836394,0.09144181,0.026366808,0.084949516,0.012109077,0.025264883,0.016749866,0.045620885,0.11829762,0.052488934,0.016193744,0.017271254,0.01439804,0.002079827,0.13687165,0.03269066,0.054456852,0.04081747,0.12156682,0.097578466,0.1290076,0.0882237,0.10290899,0.019142192,0.08431858,0.11920849,0.14905803,0.1715467,0.12137788,0.12822822,0.043838307,0.0225694,0.1019871,0.01566525,0.13281743,0.10685152,0.0838194,0.15639263,0.024292756,0.019104652,0.016349724,0.093084924,0.06491673,0.015557476,0.045625877,0.06306792,0.055554133,0.010496606,0.066656895,0.08611418,0.02684763,0.11539073,0.062139716,0.06083032,0.024181122,0.03429521,0.1251648,0.11879379,0.03879461,0.090610184,0.018318456,0.008566345,0.09191749,0.016284317,0.12810946,0.11221085,0.11521571,0.0091200005,0.062551856,0.13618287,0.05651866,0.07341689,0.07519498,0.04501569,0.02226495,0.11537869,0.04271271,0.05431161,0.17641395,0.14143309,0.0718918,0.03164302,0.13145511,0.022170667,0.05897828,0.08702817,0.0725272,0.06906539,0.08219648,0.05902052,0.020204498,0.041807417,0.11133024,0.10459577,0.08701565,0.03928415,0.10321962,0.04518833,0.025471253,0.006720975,0.07509571,0.1376851,0.059430886,0.042670842,0.060934633,0.05143719,0.10157555,0.08392035,0.024222955,0.15935333,0.020803258,0.024594916,0.10029164,0.123900115,0.0675939,0.05603066,0.041742783,0.14113548,0.040539406,0.16740301,0.038679987,0.029216154,0.12486318,
Network - Temporal Density,39,21,28,62,484,87,44,38,39,18,67,109,40,23,86,30,59,42,47,33,39,84,1,48,14,23,29,29,39,19,62,62,55,38,81,46,31,28,22,35,21,21,66,42,50,11,130,24,9,34,19,18,90,46,21,38,38,21,29,22,26,12,99,25,25,31,16,94,40,32,24,42,16,15,27,18,53,10,14,22,19,35,43,9,60,40,366,41,73,32,17,55,20,43,22,18,30,16,33,18,35,51,23,20,35,36,42,13,26,25,103,22,10,122,27,13,25,182,48,32,46,28,15,4,13,13,20,12,10,17,28,170,14,18,19,13,25,21,5,13,33,8,12,6,240,32,57,
Network - Temporal Density With Similar Size Only,5,5,7,4,3,8,10,7,10,6,8,5,6,8,8,5,7,8,6,6,12,11,1,7,6,7,14,6,6,5,7,8,6,15,8,7,7,9,4,17,6,5,5,5,5,8,3,4,1,7,3,8,5,4,7,14,9,3,6,3,3,7,10,5,5,7,7,9,7,4,7,10,6,3,5,7,3,3,7,9,8,11,8,4,7,8,3,5,8,5,5,11,5,5,7,6,8,4,10,7,11,7,4,9,9,11,10,8,4,8,8,6,2,6,9,4,8,5,13,9,16,6,8,3,1,5,3,2,3,3,8,6,7,6,7,7,7,12,1,2,9,4,2,2,4,11,6,
NetWork - Spatial Density,38,29,19,18,22,29,29,21,26,22,22,20,47,29,20,20,29,47,22,39,21,28,29,27,21,21,36,21,43,47,43,29,26,34,20,47,29,37,22,26,46,43,29,23,20,47,23,21,38,23,18,21,20,47,47,34,47,21,43,29,31,21,47,43,21,26,29,47,43,22,20,42,22,22,22,47,22,23,21,47,33,20,23,20,46,24,47,47,47,47,47,33,22,20,29,20,29,20,20,47,29,33,27,27,20,27,31,18,47,44,43,21,29,38,27,47,29,20,22,29,26,47,36,21,22,20,31,19,21,28,42,21,21,29,34,46,22,43,44,21,21,21,29,23,23,40,22,
