Index,1,2,4,6,8,10,11,13,15,16,17,18,19,22,25,27,35,38,39,40,42,44,60,61,64,77,79,83,85,86,87,88,89,92,94,99,101,102,103,106,115,126,128,131,135,139,140,143,144,148,150,153,154,155,160,164,165,167,170,174,175,177,178,183,184,186,191,205,215,219,220,221,228,230,241,245,246,251,255,256,260,267,269,270,274,275,276,278,280,281,283,290,291,299,300,311,315,324,326,328,331,338,348,352,356,357,360,363,367,371,377,380,382,385,398,401,405,406,407,420,430,433,438,439,444,445,
Propagation - Onset - One Direction - Ratio - Posterior,0.15044358,0.74144447,0.21397547,0.36682248,0.37216204,0.5819814,0.34208798,0.40099797,0.90278274,0.21756569,0.5329662,0.57195294,0.07147142,0.09508532,0.23501574,0.9045706,0.12133764,0.31165752,0.5343251,0.5229706,0.66521955,0.7879613,0.2717855,0.27041826,0.79213977,0.11849474,0.71094704,0.16526811,0.6141833,0.27532232,0.32532424,0.5676997,0.24284852,0.029894948,0.27692097,0.45952028,0.3953418,0.09042129,0.4057585,0.43299064,0.3454663,0.0743347,0.17185096,0.21449316,0.47861758,0.45452768,0.41099498,0.4277293,0.06565643,0.8572192,0.36529717,0.6407616,0.2721041,0.61715037,0.38876384,0.0,,0.35688335,0.16585971,0.78506815,0.7946053,0.0,0.34728178,0.31014308,0.38847163,0.5439069,0.0,0.8135858,0.260016,0.26267058,0.89175177,0.40767315,0.90821755,0.6683438,0.5106445,0.4866955,0.25280023,0.48284924,0.5591832,,0.530485,0.28503427,0.5343365,0.39739957,,1.0,0.93438566,0.32717592,0.625091,0.29510203,0.7430092,,0.07400846,0.36853078,0.44140717,,0.017087469,,,0.88727,0.427045,1.0,0.23421082,,0.0,0.7313344,0.7059391,0.0,0.0,0.3425828,0.0,0.5177709,,0.26425266,,0.5416959,0.6056592,0.24796517,0.025181456,0.35768545,0.47121233,0.364992,0.31667084,0.46171644,,0.28228718,
Propagation - Onset - One Direction - Ratio - Left,0.11566902,0.038631264,0.29518774,0.590806,0.20491013,0.0076686847,0.1003509,0.1089859,0.08880089,0.121952035,0.34524968,0.065788195,0.029297328,0.060636356,0.69643855,0.0016927251,0.14743425,0.1422606,0.108425476,0.078481995,0.32711318,0.21203871,0.19067767,0.11579728,0.0,0.24516991,0.018056683,0.115025945,0.044157177,0.07831896,0.41206765,0.36189097,0.19144675,0.097428165,0.4391014,0.1651989,0.06855534,0.0064113922,0.018769484,0.092021786,0.04553422,0.0,0.02131087,0.05495657,0.049822535,0.013190705,0.0017199226,0.13553646,0.28174663,0.012955564,0.09469406,0.07811772,0.010490025,0.029580977,0.017703544,0.1891235,,0.09949586,0.30000147,0.05970084,0.0,0.0,0.075791754,0.053667128,0.10803438,0.06975218,0.0,0.0,0.0,0.18755451,0.10824825,0.21644387,0.0,0.17067139,0.17740208,0.17294684,0.058171626,0.0,0.21466736,,0.19170278,0.58441216,0.2554158,0.23178062,,0.0,0.0,0.0353812,0.1903944,0.13901964,0.034276552,,0.18281177,0.48943365,0.15509628,,0.13034981,,,0.014434999,0.09870403,0.0,0.03446578,,0.13175188,0.2628891,0.020891974,0.7407415,0.092947744,0.0,0.0,0.085428566,,0.11813458,,0.4583041,0.041631278,0.35639086,0.94431055,0.34542117,0.011084387,0.2043005,0.32658264,0.335032,,0.14284635,
Propagation - Onset - One Direction - Ratio - Right,0.48617157,0.11538248,0.13481115,0.020280402,0.06528648,0.23049816,0.08024487,0.12934674,0.0026474104,0.08831606,0.03997406,0.15435281,0.058010366,0.35075295,0.0,0.042080898,0.36461338,0.13186686,0.17011508,0.29416963,0.0076672793,0.0,0.05327059,0.009348186,0.0,0.12922707,0.03058779,0.5041431,0.0130255055,0.12161363,0.101256214,0.017746996,0.062648736,0.16352728,0.0,0.12403271,0.53610283,0.10640586,6.0680916E-4,0.47219104,0.028979432,0.21926326,0.72797334,0.36589232,0.20487024,0.41694346,0.08388905,0.009004921,0.0028513712,0.0,0.20278876,0.06394425,0.13292079,0.22829323,0.18191214,0.056125913,,0.1620605,0.0,0.06801841,0.20539461,0.0,0.023332901,0.11944761,0.29960987,0.03418126,0.539144,0.18641417,0.63131285,0.09081213,0.0,0.09343297,0.09178245,0.16098484,0.16715169,0.0,0.41143176,0.13658977,0.05710197,,0.062272545,0.100742646,0.06442505,0.018427903,,0.0,0.06561435,0.10680791,0.011562961,0.015990268,0.20475554,,0.098397896,0.0,0.22746408,,0.0,,,0.0,0.2534602,0.0,0.21805964,,0.09726531,0.0057765185,0.13541847,0.0,0.0,0.5064564,0.06699936,0.28837478,,0.21025206,,0.0,0.111784026,0.22844449,0.00532646,0.018248053,0.0,0.43070754,0.031659026,0.0050244615,,0.1731774,
Propagation - Offset - Overall,2.4881535,7.0151057,9.42696,1.42452,3.5112517,6.021042,7.2060003,13.968853,4.991818,4.189536,10.424164,1.0882245,1.6480672,2.6251264,1.2349757,3.1371236,8.71961,13.571221,2.9327848,12.921659,1.173177,0.7382597,1.3756006,3.1357193,2.1635716,1.4596939,0.70277023,6.624413,5.0540886,1.2821345,1.754198,1.5276183,9.3045845,0.8013015,0.47505683,11.58581,1.4463643,1.5914875,4.0699286,4.079325,2.4295897,0.11077288,3.848225,2.8827887,1.1561606,2.6672976,15.222588,1.4913936,3.0855587,2.6577134,1.4865842,1.2509432,2.6545882,2.597957,5.3049154,0.85481215,0.0,4.6034555,3.714758,6.344093,0.13535106,0.21319664,3.3821452,2.8910732,6.159257,2.3754916,0.26689214,0.8795434,3.810929,3.4718175,0.25564408,2.7111034,0.17914772,0.10637826,1.5901368,0.5670047,1.3005965,0.7933727,3.0083885,0.0,17.86911,1.1922221,3.1032636,11.736384,0.0,0.612013,0.22992538,3.1397972,7.5125313,1.5657724,10.570681,0.0,0.6412718,0.21129513,2.240895,0.0,0.75633365,0.0,0.0,0.68829167,4.3357515,0.21833551,2.0138402,0.0,0.91540027,1.851441,2.1779904,0.016927019,0.3154506,3.418178,1.0723559,2.7074728,0.0,3.0480986,0.0,0.2335373,0.9902965,0.72497237,1.2445283,2.3964243,0.8035129,1.2848418,3.5046778,9.285649,0.0,7.5663385,
Propagation - Offset - One Direction - Anterior,0.60698223,4.8940005,2.571609,1.112612,2.0676742,2.29911,1.7505143,1.695123,4.2339215,0.89814824,5.36463,0.52257395,0.102601975,0.05047247,0.5611506,2.5010138,2.747017,1.7534304,0.972623,5.076068,0.64862806,0.17419307,0.3022651,0.65671587,1.1340461,0.17380467,0.50511616,2.3088672,1.5116472,0.40378633,0.9430295,0.9746469,3.2652586,0.023017228,0.09413401,4.1637373,1.263244,0.13434781,0.47919476,3.8832135,0.68096006,0.0068806633,1.2661817,0.43044752,0.32084295,1.7498294,5.4861507,0.63791275,0.129922,1.5498383,0.8460708,0.5856364,0.6765366,2.011892,1.8978724,0.0,0.0,0.863731,0.61977845,5.1130486,0.13535106,0.0,1.2157067,0.8811629,3.1123333,1.2874463,0.0,0.35412687,1.9478208,0.7364642,0.2173185,1.4808819,0.09914842,0.10637826,0.6531145,0.30828112,0.37516174,0.24868117,1.0425867,0.0,8.084385,0.8160299,1.728341,4.079025,0.0,0.40976727,0.086427346,0.9098829,2.988738,0.35568708,6.1309834,0.0,0.042064846,0.08420098,0.44344777,0.0,0.008723378,0.0,0.0,0.48020947,2.2937984,0.17164455,0.32312202,0.0,0.0,1.4715066,1.4882464,0.0,0.0,1.758792,0.0,1.9697807,0.0,0.50123733,0.0,0.2335373,0.5385456,0.4087398,0.031339034,0.6230339,0.3292225,1.1933594,1.2819492,5.6785583,0.0,1.0076966,
Propagation - Offset - One Direction - Posterior,0.9994385,1.0465249,3.7983005,0.09307855,0.8706653,1.9330993,3.8018508,7.533818,0.027055606,2.5037105,2.4500248,0.18995672,1.2076285,2.4546475,0.053949267,0.34436828,4.0547156,10.556229,0.34063762,2.8454244,0.0,0.0,0.53857464,1.467885,0.29757756,0.7438117,0.17080635,1.2594321,3.2519739,0.7695886,0.46771696,0.09041265,3.9478505,0.54600054,0.096532784,4.23573,0.0,1.183827,1.9287688,0.059870362,1.1432968,0.065386884,0.89496064,0.7318,0.17877637,0.4440259,7.8288655,0.63791275,1.0748745,0.23472187,0.3995521,0.1984925,1.453214,0.407416,2.7613642,0.8499595,0.0,2.6995676,1.9959502,0.8237405,0.0,0.039025843,1.9379289,1.4681419,1.1404061,0.8335739,0.013876781,0.0,0.94509333,1.0180932,0.0,1.0260061,0.0,0.0,0.18520151,0.21558824,0.41195977,0.19599982,0.95158315,0.0,6.215569,0.3452621,0.63625455,4.2834916,0.0,0.0,0.0,1.4757068,2.2604997,0.6627811,0.38133204,0.0,0.36648047,0.032451928,0.17684619,0.0,0.4352445,0.0,0.0,0.053199396,1.1859393,0.0,0.7081091,0.0,0.5628871,0.0,0.29040256,0.016927019,0.27145588,1.0583134,0.48349312,0.4124891,0.0,0.7726862,0.0,0.0,0.21422836,0.2756076,0.031339034,1.168597,0.36170444,0.0,1.3160217,3.0801563,0.0,4.2882977,
Propagation - Offset - One Direction - Left,0.48580685,0.91823184,2.1947691,0.096352726,0.5242126,0.082979366,0.8710568,0.788552,0.1614689,0.76758415,1.7029357,0.042375274,0.3378368,0.08412233,0.4280135,0.013247279,1.339768,1.0388342,0.37942287,1.0241446,0.24181542,0.09661986,0.089578606,0.56225187,0.0,0.40036678,0.0,0.9297734,0.25602075,0.023710147,0.12516776,0.46255872,1.1943444,0.024050213,0.19672155,2.1986868,0.11848952,0.2634323,0.53492904,0.0,0.24886858,0.0,0.44496143,0.98372495,0.35050878,0.0,0.4117509,0.20213822,1.7966012,0.8731531,0.0050507337,0.20037842,0.40301448,0.09483303,0.07402028,0.00485266,0.0,0.6791374,1.0990292,0.040503114,0.0,0.17417079,0.14682965,0.25041163,1.2994251,0.11667741,0.25301534,0.52541655,0.0,0.102963254,0.0,0.121626444,0.0799993,0.0,0.49026588,0.017596304,0.08632812,0.23082384,0.6807697,0.0,2.0647812,0.011890233,0.50556165,3.331803,0.0,0.0,0.14349803,0.23948707,1.7117441,0.52980024,2.4640772,0.0,0.14635843,0.055131897,0.41552305,0.0,0.048846424,0.0,0.0,0.02031248,0.48798412,0.046690956,0.10107879,0.0,0.029096201,0.19387037,0.048014417,0.0,0.006207697,0.0,0.3356678,0.0,0.0,0.34189147,0.0,0.0,0.14815882,0.0,1.1752212,0.4733593,0.014673628,0.09148244,0.86139816,0.47921783,0.0,0.48101318,
Propagation - Offset - One Direction - Right,0.39592576,0.15634823,0.8622817,0.12247676,0.048699588,1.7058536,0.78257835,3.9513595,0.5693717,0.020093098,0.90657234,0.3333186,0.0,0.035883784,0.19186221,0.2784943,0.5781094,0.2227282,1.2401013,3.9760225,0.28273356,0.46744674,0.44518226,0.44886655,0.73194796,0.14171073,0.02684775,2.1263404,0.034446806,0.08504945,0.21828379,0.0,0.8971306,0.20823346,0.08766848,0.9876553,0.06463072,0.009880438,1.127036,0.13624138,0.35646445,0.03850533,1.2421213,0.7368163,0.30603248,0.4734424,1.4958211,0.01342988,0.08416107,0.0,0.2359105,0.26643592,0.12182316,0.08381568,0.57165825,0.0,0.0,0.36101985,0.0,0.3668007,0.0,0.0,0.08167997,0.29135698,0.6070926,0.137794,0.0,0.0,0.91801506,1.614297,0.038325563,0.08258927,0.0,0.0,0.2615549,0.02553901,0.42714682,0.11786789,0.33344877,0.0,1.5043763,0.01903987,0.23310667,0.042064846,0.0,0.20224573,0.0,0.5147204,0.5515487,0.017504096,1.594288,0.0,0.08636807,0.039510325,1.205078,0.0,0.26351935,0.0,0.0,0.1345703,0.36802962,0.0,0.88153017,0.0,0.32341704,0.18606412,0.35132712,0.0,0.037787035,0.6010728,0.25319493,0.32520288,0.0,1.4322836,0.0,0.0,0.08936368,0.04062496,0.0066289306,0.13143414,0.09791233,0.0,0.045308605,0.047717065,0.0,1.7893308,
Propagation - Offset - One Direction - Ratio - Anterior,0.24394888,0.69763744,0.27279302,0.7810434,0.58887094,0.38184586,0.24292453,0.12135019,0.84817225,0.21437892,0.51463413,0.48020783,0.06225594,0.019226681,0.4543819,0.7972315,0.31503895,0.1292021,0.33163804,0.39283407,0.55288166,0.23595095,0.2197332,0.2094307,0.52415466,0.119069256,0.71875006,0.34853914,0.29909393,0.31493288,0.5375844,0.6380173,0.35093006,0.028724805,0.19815315,0.3593825,0.8733927,0.0844165,0.11774033,0.95192546,0.2802778,0.062115055,0.32903004,0.14931637,0.27750725,0.65603083,0.3603954,0.4277293,0.042106476,0.5831473,0.5691375,0.46815586,0.25485557,0.77441317,0.35775733,0.0,,0.18762667,0.16684222,0.8059542,1.0,0.0,0.3594484,0.30478746,0.5053099,0.54197043,0.0,0.4026258,0.5111144,0.21212642,0.8500823,0.54622847,0.55344504,1.0,0.4107285,0.5437012,0.2884536,0.3134481,0.34655985,,0.45242235,0.6844613,0.556943,0.3475538,,0.66954017,0.37589303,0.28979033,0.3978337,0.22716397,0.5799989,,0.06559597,0.39849937,0.19788869,,0.01153377,,,0.6976831,0.5290429,0.7861504,0.16045068,,0.0,0.7947899,0.68331176,0.0,0.0,0.5145408,0.0,0.7275348,,0.16444263,,1.0,0.5438226,0.5638005,0.025181456,0.2599848,0.40972897,0.9287987,0.36578232,0.61154133,,0.13318154,
Propagation - Offset - One Direction - Ratio - Posterior,0.4016788,0.14918162,0.4029189,0.065340295,0.24796437,0.32105726,0.52759516,0.5393297,0.0054199905,0.5976104,0.23503323,0.17455655,0.7327544,0.93505883,0.043684475,0.10977198,0.46501112,0.77783924,0.11614818,0.2202058,0.0,0.0,0.39151964,0.46811748,0.13753997,0.5095669,0.24304722,0.1901198,0.6434343,0.6002401,0.26662725,0.059185367,0.4242909,0.68139213,0.2032026,0.36559638,0.0,0.7438494,0.47390726,0.0146765355,0.47057196,0.5902788,0.23256452,0.25385144,0.15462935,0.16647033,0.5142927,0.4277293,0.34835654,0.08831722,0.26877195,0.15867427,0.5474348,0.15682168,0.5205293,0.99432313,,0.58642197,0.5373029,0.1298437,0.0,0.18305093,0.5729881,0.507819,0.1851532,0.35090584,0.051993966,0.0,0.24799553,0.29324502,0.0,0.37844595,0.0,0.0,0.11646892,0.38022304,0.3167468,0.24704634,0.31630993,,0.34783876,0.28959545,0.20502755,0.3649754,,0.0,0.0,0.47000068,0.3008972,0.42329338,0.0360745,,0.57149005,0.15358578,0.07891766,,0.5754663,,,0.077291936,0.27352566,0.0,0.3516213,,0.61490816,0.0,0.1333351,1.0,0.8605337,0.3096133,0.45087004,0.15235206,,0.25349778,,0.0,0.2163275,0.3801629,0.025181456,0.48764193,0.4501539,0.0,0.37550434,0.33171147,,0.56675994,
Propagation - Offset - One Direction - Ratio - Left,0.19524795,0.13089351,0.23281834,0.06763873,0.14929508,0.013781562,0.120879374,0.056450732,0.03234671,0.18321459,0.16336425,0.038939826,0.2049897,0.03204506,0.34657645,0.004222747,0.15365,0.07654685,0.1293729,0.07925798,0.20612015,0.13087517,0.06511963,0.17930555,0.0,0.27428132,0.0,0.14035559,0.050656166,0.018492714,0.07135327,0.30279732,0.12836085,0.03001394,0.4141011,0.18977413,0.08192232,0.16552582,0.1314345,0.0,0.10243235,0.0,0.115627706,0.34124073,0.30316618,0.0,0.027048681,0.13553646,0.5822612,0.32853547,0.003397543,0.16018187,0.15181808,0.036502928,0.01395315,0.005676873,,0.14752774,0.29585487,0.0063843825,0.0,0.81694907,0.043413173,0.08661546,0.21097109,0.049117163,0.948006,0.5973742,0.0,0.029656874,0.0,0.04486234,0.44655493,0.0,0.3083168,0.03103379,0.06637579,0.29094,0.22629048,,0.11555031,0.009973169,0.16291289,0.28388667,,0.0,0.624107,0.07627469,0.22785184,0.3383635,0.23310488,,0.2282315,0.26092365,0.18542728,,0.06458317,,,0.029511444,0.11254891,0.21384957,0.05019206,,0.031785224,0.10471323,0.022045285,0.0,0.019678824,0.0,0.31301904,0.0,,0.11216549,,0.0,0.14961056,0.0,0.94431055,0.19752733,0.018261846,0.071201324,0.24578527,0.051608436,,0.06357278,
Propagation - Offset - One Direction - Ratio - Right,0.15912433,0.022287365,0.09146975,0.08597756,0.013869581,0.28331536,0.10860093,0.28286928,0.11406099,0.0047960198,0.086968355,0.30629578,0.0,0.013669355,0.15535708,0.08877377,0.06629991,0.016411802,0.4228409,0.30770215,0.24099821,0.6331739,0.32362756,0.14314628,0.3383054,0.097082496,0.03820274,0.32098547,0.0068156314,0.06633426,0.1244351,0.0,0.09641813,0.25986907,0.18454313,0.08524698,0.04468495,0.006208304,0.27691787,0.033398017,0.14671795,0.34760612,0.32277772,0.2555915,0.2646972,0.1774989,0.09826326,0.009004921,0.027275797,0.0,0.158693,0.21298803,0.04589155,0.03226215,0.10776011,0.0,,0.078423664,0.0,0.057817675,0.0,0.0,0.024150344,0.10077814,0.098565884,0.05800652,0.0,0.0,0.2408901,0.46497175,0.14991766,0.030463342,0.0,0.0,0.16448578,0.045041975,0.3284238,0.14856559,0.110839665,,0.084188655,0.015970068,0.07511662,0.00358414,,0.33045986,0.0,0.16393428,0.073417164,0.011179209,0.1508217,,0.13468246,0.18699117,0.5377664,,0.3484168,,,0.19551349,0.08488254,0.0,0.43773592,,0.35330668,0.100496925,0.16130793,0.0,0.119787484,0.17584595,0.23611091,0.120113075,,0.46989414,,0.0,0.090239316,0.056036565,0.00532646,0.05484594,0.12185533,0.0,0.012928037,0.0051387968,,0.23648569,
Region - Event Centroid Distance To Border,13.311405,11.165912,7.0991044,4.4057937,8.994573,2.0670302,3.672843,13.968414,13.002869,15.295702,16.690466,13.62909,0.6255444,15.675607,4.724106,1.7323422,14.390444,4.16333,1.3154052,11.829771,1.3362532,15.067982,15.8866,9.281929,0.94535214,15.152156,1.2679447,13.7740345,0.74798125,15.210438,15.182176,12.554779,14.603084,19.971954,6.088536,11.895878,3.3976302,0.5736532,1.454674,3.5395288,14.654304,16.031448,1.7616609,11.007967,15.098151,13.419179,2.5259018,4.5281076,2.9108684,16.878511,15.249201,14.945028,1.3199135,1.9053179,18.131428,5.9508853,0.2801649,15.81261,12.628724,4.2113857,3.5583794,15.276465,15.862444,4.0067186,2.897697,15.901072,6.333997,2.3454514,1.7713041,9.097358,1.6110377,13.018795,1.285885,1.6682167,4.330248,16.422218,2.8911953,2.756868,15.300653,9.436198,12.419129,5.4592724,4.728763,20.25307,5.7523594,6.5169754,1.7182939,7.7102838,4.665228,4.9799986,3.4681041,14.640404,11.343657,15.195245,12.078509,10.830797,1.9373249,14.098251,5.066901,9.391884,16.754545,3.7244878,1.5213886,9.645367,5.550497,14.410965,13.49508,5.679565,3.8224478,12.042989,15.244417,1.4187418,5.252824,1.0682604,3.8118443,3.126337,4.04657,15.347708,11.676817,8.1871195,3.3801672,11.873979,9.172097,2.1428313,6.8792067,4.881723,
Region - Event Centroid Distance To Border - Normalized By Region Radius,0.09716354,0.081503004,0.05181828,0.03215908,0.065653816,0.015087811,0.026809072,0.10195923,0.09491145,0.11164746,0.12182822,0.09948241,0.0045660175,0.11442049,0.034482524,0.012644834,0.10503974,0.03038927,0.009601498,0.08634869,0.009753672,0.10998527,0.11596058,0.0677513,0.0069003804,0.110599674,0.009255071,0.1005404,0.005459717,0.111025095,0.1108188,0.091640726,0.10659185,0.14578068,0.044441868,0.08683123,0.02480022,0.0041872496,0.010618058,0.025835978,0.10696572,0.11701787,0.012858839,0.08035012,0.11020549,0.09795021,0.01843724,0.033051882,0.021247216,0.12320081,0.11130804,0.109087795,0.009634405,0.01390743,0.13234618,0.04343712,0.0020449993,0.115420505,0.09218047,0.030740041,0.025973571,0.11150704,0.115784265,0.029246122,0.021151073,0.11606622,0.046233553,0.017120084,0.012929227,0.066404074,0.011759399,0.0950277,0.009386022,0.012176764,0.03160765,0.11987021,0.021103615,0.020123124,0.1116836,0.06887736,0.09065058,0.039848704,0.03451652,0.14783263,0.041988026,0.047569163,0.012542292,0.056279443,0.03405276,0.036350355,0.02531463,0.10686426,0.08280041,0.11091419,0.0881643,0.07905691,0.014141058,0.10290694,0.036984682,0.068553895,0.12229595,0.027186042,0.011105027,0.070404135,0.040514577,0.105189525,0.09850423,0.041456677,0.02790108,0.08790503,0.11127312,0.01035578,0.03834178,0.0077975215,0.027823681,0.02281998,0.029537005,0.112027064,0.08523224,0.059759997,0.024672754,0.086671375,0.06694961,0.015641104,0.050213188,0.035633013,
Network - Temporal Density,90,28,30,43,2,19,58,91,54,21,41,41,4,58,15,11,94,70,31,38,35,20,20,10,9,44,28,75,2,20,19,38,37,10,8,34,30,3,13,18,44,15,22,18,20,41,60,14,12,26,20,43,14,12,18,10,9,21,18,16,27,18,28,18,34,6,4,13,40,3,21,14,9,2,5,25,17,11,20,9,39,7,7,80,13,10,2,15,10,5,32,23,9,19,11,14,13,15,9,4,60,18,12,6,5,22,53,8,12,15,49,34,13,28,6,33,11,21,11,15,7,38,19,3,6,49,
Network - Temporal Density With Similar Size Only,4,4,1,2,1,4,3,4,9,8,3,16,2,7,2,5,3,3,7,4,10,7,8,4,5,11,9,7,1,8,3,13,3,3,3,3,12,2,9,3,12,5,4,10,8,17,3,8,4,13,8,12,5,6,3,5,3,8,11,3,16,8,14,2,4,1,2,8,7,1,12,2,5,1,2,7,9,5,8,6,2,2,2,2,6,6,1,4,3,2,2,8,5,8,6,10,6,7,4,2,13,5,5,5,1,5,8,6,5,6,14,12,8,13,1,10,4,8,6,5,2,14,12,1,3,2,
NetWork - Spatial Density,19,30,26,27,21,20,22,18,22,18,40,26,19,30,24,25,13,21,21,40,21,18,13,30,30,22,27,27,27,21,30,18,40,29,30,18,30,26,27,29,30,6,14,30,27,27,35,30,14,27,17,21,30,30,17,17,30,30,30,10,40,20,27,22,40,27,14,30,27,40,16,40,19,29,26,27,21,19,9,14,30,27,21,19,12,30,21,30,40,12,22,17,26,21,17,17,28,30,28,12,26,18,40,21,21,30,30,40,16,40,18,18,18,22,17,12,20,24,13,30,27,19,40,30,12,18,
