147,524,377,327,180,0.72191
958,1044,86,1000,42,0
1114,1381,267,1246,132,0
2344,2531,187,2488,144,0
2344,2531,187,2488,144,0
3769,3841,72,3804,35,0
3934,4008,74,3973,39,0
5606,5696,90,5647,41,0
7021,7113,92,7065,44,0
9280,9347,67,9311,31,0
10259,10338,79,10303,44,0
11111,11256,145,11153,42,0
11890,11974,84,11935,45,0
12336,12416,80,12373,37,0
14373,14476,103,14424,51,0
15050,15160,110,15095,45,0
16614,16689,75,16654,40,0
17328,17398,70,17361,33,0
20583,20658,75,20620,37,0
22094,22169,75,22126,32,0
23112,23196,84,23152,40,0
24799,24856,57,24826,27,0
25290,25446,156,25328,38,0
26697,26841,144,26752,55,0
27400,27470,70,27437,37,0
27781,27861,80,27814,33,0
28410,28492,82,28452,42,0
30326,30415,89,30367,41,0
31291,31381,90,31336,45,0
32542,32600,58,32569,27,0
33011,33197,186,33151,140,0
33011,33197,186,33151,140,0
35014,35085,71,35048,34,0
35475,35621,146,35571,96,0
36573,36660,87,36613,40,0
37958,38034,76,37995,37,0
39256,39350,94,39302,46,0
40162,40235,73,40198,36,0
41420,41506,86,41456,36,0
42704,42775,71,42739,35,0
43497,43583,86,43541,44,0
44944,45009,65,44976,32,0
46960,47055,95,47015,55,0
47544,47658,114,47599,55,0
50026,50119,93,50076,50,0
51128,51203,75,51164,36,0
53143,53286,143,53181,38,0
53817,53993,176,53889,72,0
53817,53993,176,53889,72,0
55226,55317,91,55265,39,0
55667,55853,186,55799,132,0
59050,59124,74,59090,40,0
60545,60683,138,60597,52,0
61603,61737,134,61683,80,0
62315,62423,108,62353,38,0
63311,63377,66,63344,33,0
65182,65270,88,65217,35,0
65567,65641,74,65603,36,0
66974,67051,77,67013,39,0
70435,70508,73,70470,35,0
71911,72020,109,71969,58,0
72613,72748,135,72648,35,0
74336,74409,73,74371,35,0
74797,74943,146,74894,97,0
76673,76748,75,76704,31,0
77903,78010,107,77954,51,0
78615,78695,80,78655,40,0
79575,79718,143,79619,44,0
81081,81159,78,81130,49,0
81208,81299,91,81247,39,0
82772,82897,125,82810,38,0
83334,83414,80,83369,35,0
84546,84621,75,84585,39,0
85223,85314,91,85258,35,0
85652,85881,229,85848,196,0
86592,86659,67,86624,32,0
88855,88966,111,88891,36,0
90944,91116,172,91070,126,0
92129,92201,72,92164,35,0
93228,93314,86,93268,40,0
94057,94215,158,94104,47,0
95182,95264,82,95216,34,0
